age,ethnicity,ethnicity_confidence,gender,gender_confidence,human_confidence,tag_location,url,user
30-39,white,84,female,97,99,"[36, 15, 25, 24]",9406,63
30-39,white,69,male,99,90,"[55, 10, 14, 15]",3199,77
30-39,asian,97,female,53,70,"[88, 12, 8, 8]",4776,36
20-29,white,93,female,69,99,"[62, 45, 6, 6]",1983,0
20-29,hispanic or latino,37,male,98,79,"[82, 37, 6, 6]",1983,0
30-39,white,95,female,99,99,"[45, 9, 17, 17]",1090,0
0-12,white,99,male,99,98,"[33, 24, 12, 12]",1090,0
20-29,white,98,female,99,99,"[16, 23, 31, 31]",13828,0
30-39,white,98,female,99,97,"[53, 19, 31, 31]",13828,0
30-39,white,99,male,97,99,"[84, 35, 13, 18]",6360,26
30-39,white,95,female,99,99,"[45, 61, 13, 17]",6360,26
30-39,white,69,male,99,99,"[4, 50, 23, 31]",6360,26
40-49,white,92,female,96,99,"[20, 16, 7, 10]",6360,26
40-49,white,75,male,99,98,"[66, 21, 11, 14]",6360,26
40-49,white,64,male,99,98,"[42, 28, 9, 12]",6360,26
40-49,white,98,male,99,93,"[34, 11, 6, 8]",6360,26
40-49,white,71,male,99,92,"[60, 22, 7, 10]",6360,26
40-49,white,90,female,96,91,"[29, 39, 9, 12]",6360,26
40-49,white,94,male,99,86,"[49, 13, 6, 8]",6360,26
40-49,white,80,male,99,76,"[-2, 12, 8, 10]",6360,26
30-39,white,86,male,99,99,"[13, 16, 68, 54]",7872,26
30-39,white,94,male,99,99,"[67, 26, 23, 30]",11889,26
30-39,white,97,male,99,95,"[10, 27, 19, 25]",11889,26
20-29,white,69,male,99,99,"[47, 20, 21, 17]",6825,26
13-19,white,90,female,99,99,"[33, 44, 17, 14]",6825,26
13-19,white,63,male,99,87,"[21, 18, 17, 14]",6825,26
30-39,white,89,male,99,99,"[47, 19, 25, 25]",7006,26
13-19,white,97,female,69,95,"[35, 13, 21, 21]",7006,26
20-29,white,67,female,99,98,"[46, 37, 7, 7]",7068,26
30-39,white,83,male,99,94,"[77, 35, 17, 18]",7068,26
30-39,white,92,male,99,80,"[5, 37, 17, 18]",7068,26
50-59,white,86,male,99,99,"[43, 11, 17, 17]",14041,26
40-49,white,99,male,99,92,"[12, 37, 5, 5]",14041,26
30-39,white,98,male,88,95,"[56, 30, 17, 25]",8129,63
40-49,white,98,female,99,90,"[48, 51, 14, 21]",8129,63
30-39,white,85,female,99,99,"[33, 8, 44, 44]",9203,71
30-39,white,82,female,99,93,"[50, 20, 14, 12]",13218,22
20-29,white,54,female,98,99,"[45, 10, 7, 7]",2823,90
20-29,white,69,female,99,99,"[26, 13, 8, 8]",2823,90
20-29,white,78,female,99,99,"[60, 15, 8, 8]",2823,90
20-29,white,94,female,99,99,"[11, 16, 8, 8]",2823,90
30-39,white,94,female,99,99,"[78, 9, 10, 10]",2823,90
20-29,white,78,female,99,99,"[8, 7, 6, 6]",2452,90
13-19,white,48,female,99,99,"[36, 25, 6, 6]",2452,90
20-29,hispanic or latino,50,female,99,96,"[61, 25, 6, 6]",2452,90
30-39,white,58,female,99,94,"[46, 28, 6, 6]",2452,90
40-49,white,91,female,98,99,"[20, 8, 21, 17]",10451,90
30-39,white,97,female,99,99,"[57, 12, 17, 14]",10451,90
30-39,white,99,female,99,99,"[6, 45, 8, 8]",7489,90
13-19,white,98,male,98,99,"[42, 31, 8, 8]",7489,90
20-29,white,79,female,99,99,"[23, 46, 7, 7]",7489,90
20-29,hispanic or latino,73,female,99,99,"[30, 37, 7, 7]",7489,90
20-29,white,95,female,99,99,"[59, 41, 7, 7]",7489,90
20-29,white,99,female,99,99,"[68, 50, 7, 7]",7489,90
30-39,white,73,female,99,99,"[12, 31, 7, 7]",7489,90
20-29,white,82,female,99,73,"[82, 52, 8, 8]",7489,90
13-19,white,88,female,99,99,"[59, 13, 25, 25]",9728,90
20-29,white,57,female,99,99,"[37, 23, 21, 21]",9728,90
20-29,white,49,female,99,98,"[13, 25, 21, 21]",9728,90
20-29,white,88,female,99,99,"[32, 14, 12, 12]",10415,90
20-29,white,88,female,99,87,"[14, 14, 12, 12]",10415,90
20-29,white,82,male,99,99,"[44, 8, 14, 13]",3985,26
30-39,white,94,female,99,99,"[31, 22, 10, 9]",3985,26
40-49,black or african american,45,male,99,98,"[30, 9, 18, 22]",7409,26
40-49,white,96,female,97,99,"[90, 18, 6, 5]",6808,26
30-39,white,58,male,98,99,"[26, 54, 31, 26]",6808,26
30-39,white,47,female,92,99,"[50, 15, 6, 5]",6808,26
30-39,white,83,male,99,99,"[83, 57, 12, 10]",6808,26
30-39,white,76,male,99,93,"[25, 29, 6, 5]",6808,26
50-59,white,97,male,99,91,"[9, 35, 12, 10]",6808,26
40-49,white,67,male,96,91,"[20, 37, 6, 5]",6808,26
40-49,white,94,male,99,90,"[36, 27, 6, 5]",6808,26
40-49,white,91,male,64,72,"[-2, 25, 11, 8]",6808,26
30-39,white,58,male,99,99,"[60, 29, 6, 6]",7982,63
40-49,white,75,male,99,99,"[11, 28, 6, 6]",7982,63
30-39,white,96,male,96,97,"[80, 28, 6, 6]",7982,63
30-39,white,98,female,99,74,"[21, 32, 6, 6]",7982,63
30-39,white,99,female,99,72,"[70, 32, 6, 6]",7982,63
30-39,white,95,female,99,71,"[42, 32, 6, 6]",7982,63
30-39,white,87,male,96,59,"[32, 31, 6, 6]",7982,63
40-49,white,82,male,89,98,"[41, 55, 6, 6]",13642,56
30-39,white,61,female,99,99,"[23, 17, 17, 15]",11957,101
13-19,asian,63,female,99,99,"[49, 23, 14, 13]",11957,101
0-12,white,99,male,88,98,"[79, 64, 10, 10]",11686,101
20-29,white,92,female,98,56,"[13, 55, 17, 17]",11686,101
0-12,white,95,male,91,97,"[39, 39, 12, 12]",13220,101
0-12,white,98,male,99,94,"[9, 46, 12, 12]",13220,101
20-29,white,64,female,99,99,"[68, 42, 7, 5]",10214,101
30-39,white,57,female,99,99,"[53, 38, 7, 5]",10214,101
50-59,white,78,female,99,90,"[42, 39, 7, 5]",10214,101
20-29,white,94,female,91,62,"[44, 15, 37, 37]",12691,7
30-39,white,91,female,99,99,"[50, 14, 14, 15]",9565,101
30-39,white,93,female,99,99,"[37, 14, 15, 15]",9565,101
13-19,white,91,female,99,63,"[5, 5, 64, 64]",6093,7
30-39,white,73,female,99,99,"[57, 63, 8, 8]",6084,101
20-29,white,75,female,99,99,"[30, 65, 7, 7]",6084,101
30-39,white,85,female,99,99,"[43, 65, 7, 7]",6084,101
20-29,white,79,female,98,97,"[-8, 4, 71, 51]",5031,22
30-39,white,92,female,99,99,"[25, 12, 15, 12]",11664,22
20-29,hispanic or latino,50,female,99,99,"[50, 5, 12, 10]",11664,22
20-29,white,89,female,99,98,"[33, 13, 30, 24]",11330,3
13-19,white,97,female,99,99,"[65, 23, 37, 37]",11602,45
13-19,white,93,female,88,97,"[19, 26, 30, 30]",11602,45
20-29,white,97,female,99,80,"[42, 47, 6, 6]",9014,45
13-19,white,97,female,99,99,"[25, 35, 21, 21]",941,45
20-29,hispanic or latino,55,female,99,90,"[61, 18, 21, 21]",941,45
20-29,white,97,female,98,99,"[42, 36, 12, 22]",1196,52
30-39,white,40,female,99,99,"[25, 49, 11, 15]",5600,26
30-39,white,99,male,99,99,"[40, 29, 9, 12]",5600,26
20-29,white,89,male,99,99,"[75, 9, 13, 17]",5600,26
40-49,white,95,male,99,99,"[9, 11, 13, 17]",5600,26
30-39,white,75,male,99,97,"[59, 23, 13, 17]",5600,26
30-39,white,79,male,99,99,"[56, 25, 6, 6]",10580,26
40-49,white,88,male,99,98,"[35, 29, 6, 6]",10580,26
40-49,white,77,male,99,99,"[65, 48, 10, 9]",9290,26
30-39,white,99,male,98,99,"[44, 48, 8, 8]",9290,26
30-39,white,95,male,98,99,"[55, 30, 7, 6]",9290,26
20-29,white,70,male,99,99,"[44, 11, 7, 6]",9290,26
30-39,white,69,male,99,99,"[27, 20, 7, 6]",9290,26
30-39,white,97,male,99,99,"[39, 67, 17, 16]",9290,26
20-29,south asian,52,male,99,99,"[28, 54, 12, 11]",9290,26
30-39,white,94,male,99,99,"[36, 16, 6, 5]",9290,26
30-39,white,97,male,99,99,"[50, 11, 6, 5]",9290,26
30-39,white,52,male,99,99,"[29, 40, 8, 8]",9290,26
40-49,white,88,male,99,99,"[35, 29, 8, 8]",9290,26
30-39,white,96,male,89,96,"[65, 80, 15, 14]",9290,26
30-39,white,96,male,98,79,"[41, 15, 17, 14]",7902,26
30-39,white,95,male,99,59,"[15, 35, 37, 29]",7902,26
20-29,white,97,female,90,99,"[54, 52, 12, 12]",8092,26
30-39,white,98,male,99,99,"[37, 33, 17, 17]",8092,26
20-29,white,53,female,99,99,"[37, 11, 10, 10]",5116,22
20-29,white,88,female,99,99,"[46, 13, 12, 12]",5116,22
30-39,white,47,female,99,99,"[32, 18, 8, 8]",6332,82
20-29,white,97,female,99,99,"[7, 17, 7, 7]",6332,82
30-39,white,99,male,99,99,"[44, 12, 7, 7]",6332,82
30-39,white,99,female,99,87,"[86, 21, 7, 7]",6332,82
60+,white,94,male,99,83,"[69, 17, 8, 8]",6332,82
30-39,white,89,female,97,99,"[8, 34, 7, 5]",9679,63
30-39,white,95,male,99,97,"[11, 15, 37, 29]",9679,63
30-39,white,82,male,98,65,"[54, 17, 14, 15]",13039,77
20-29,white,99,female,92,93,"[3, 27, 37, 37]",6677,56
20-29,white,54,female,99,79,"[37, 16, 21, 17]",4812,101
13-19,black or african american,82,male,99,99,"[25, 36, 7, 7]",3958,69
20-29,white,87,female,99,99,"[23, 17, 17, 17]",9653,101
30-39,white,98,female,99,58,"[55, 15, 14, 14]",9653,101
20-29,white,69,female,99,99,"[45, 25, 17, 17]",13246,101
20-29,white,89,female,99,99,"[31, 25, 17, 17]",13246,101
30-39,white,88,male,99,99,"[60, 22, 8, 8]",13424,7
20-29,white,93,female,99,97,"[68, 25, 5, 7]",4519,7
20-29,white,57,male,99,98,"[45, 9, 25, 23]",6565,26
30-39,white,61,female,99,91,"[31, 40, 17, 16]",6565,26
40-49,white,99,male,99,80,"[43, 21, 17, 17]",4429,20
13-19,white,42,female,76,99,"[66, 59, 21, 21]",7651,13
13-19,black or african american,98,female,66,95,"[41, 33, 17, 17]",7651,13
13-19,white,97,male,90,96,"[7, 11, 17, 17]",6838,20
20-29,white,70,female,99,99,"[47, 61, 7, 10]",12254,70
30-39,white,79,female,99,99,"[38, 41, 7, 10]",12254,70
20-29,white,81,female,98,99,"[54, 42, 6, 8]",12254,70
20-29,white,71,female,99,98,"[24, 44, 7, 10]",12254,70
30-39,white,92,female,81,63,"[66, 42, 7, 10]",12254,70
40-49,white,96,female,99,92,"[39, 18, 21, 21]",10392,63
30-39,white,89,male,98,99,"[51, 24, 10, 10]",354,26
20-29,white,91,male,99,99,"[28, 30, 8, 8]",354,26
30-39,white,96,male,99,99,"[65, 23, 10, 10]",354,26
30-39,white,91,male,97,98,"[82, 27, 10, 10]",354,26
20-29,white,90,male,99,92,"[6, 28, 10, 10]",354,26
40-49,white,74,male,99,99,"[85, 16, 10, 8]",9489,26
30-39,white,56,male,99,96,"[37, 20, 10, 8]",9489,26
20-29,white,97,female,99,99,"[45, 3, 12, 12]",14587,32
20-29,white,98,female,99,98,"[34, 27, 53, 42]",4524,76
20-29,white,93,female,99,99,"[25, 19, 17, 17]",8928,76
13-19,white,98,female,99,99,"[58, 25, 17, 17]",8928,76
20-29,white,69,male,99,99,"[52, 35, 7, 10]",8091,68
30-39,white,75,male,99,99,"[26, 34, 7, 10]",8091,68
30-39,asian,98,female,99,99,"[42, 43, 7, 10]",8091,68
20-29,white,97,female,99,99,"[10, 41, 7, 10]",8091,68
30-39,white,98,male,99,99,"[72, 22, 11, 14]",8091,68
20-29,white,99,female,99,99,"[25, 25, 8, 8]",11977,76
20-29,white,61,female,99,99,"[6, 24, 9, 10]",11977,76
20-29,white,91,female,96,99,"[73, 25, 9, 10]",11977,76
13-19,south asian,70,female,50,99,"[87, 28, 9, 10]",11977,76
30-39,white,99,female,99,99,"[40, 30, 8, 8]",11977,76
0-12,white,99,female,81,99,"[61, 31, 8, 8]",11977,76
30-39,white,90,female,99,99,"[62, 31, 10, 8]",12763,70
30-39,white,67,female,99,99,"[58, 48, 6, 8]",9056,27
20-29,white,68,female,99,99,"[28, 48, 6, 8]",9056,27
30-39,white,64,female,99,98,"[48, 51, 4, 5]",9056,27
30-39,white,75,female,99,99,"[57, 15, 8, 8]",3736,70
30-39,white,76,female,99,99,"[46, 15, 8, 8]",3736,70
30-39,white,98,female,91,67,"[30, 29, 25, 20]",9884,27
20-29,white,92,female,99,99,"[59, 11, 17, 17]",5343,101
30-39,white,90,female,99,99,"[33, 15, 17, 17]",5343,101
30-39,white,97,female,99,99,"[43, 19, 30, 30]",11810,101
40-49,white,99,female,99,68,"[12, 12, 30, 30]",11810,101
20-29,white,77,female,99,99,"[36, 64, 8, 8]",6362,3
20-29,white,99,female,99,99,"[47, 59, 8, 8]",6362,3
30-39,white,80,female,99,97,"[25, 21, 17, 17]",13229,7
13-19,white,96,female,99,98,"[52, 20, 37, 31]",7597,7
20-29,white,97,female,99,98,"[15, 27, 37, 31]",7597,7
20-29,white,93,female,99,93,"[19, 4, 64, 51]",13447,7
20-29,white,97,female,99,99,"[21, 17, 17, 17]",5353,101
30-39,white,97,female,99,99,"[55, 19, 17, 17]",5353,101
30-39,white,64,female,98,99,"[0, 24, 6, 6]",2018,101
30-39,white,99,female,99,99,"[55, 25, 17, 17]",2018,101
20-29,white,97,female,99,98,"[21, 29, 17, 17]",2018,101
20-29,white,92,female,99,99,"[55, 15, 17, 14]",13175,101
30-39,white,86,female,99,99,"[25, 18, 21, 17]",13175,101
30-39,hispanic or latino,52,female,99,99,"[51, 15, 5, 7]",5537,84
13-19,hispanic or latino,41,female,91,96,"[41, 14, 5, 7]",5537,84
13-19,black or african american,91,female,88,71,"[19, 15, 14, 15]",11470,84
40-49,white,96,female,65,72,"[65, 30, 8, 8]",10200,110
30-39,white,94,female,98,53,"[83, 30, 10, 10]",10200,110
30-39,white,92,female,99,99,"[29, 28, 15, 11]",8000,110
20-29,white,97,female,99,99,"[2, 27, 37, 37]",3874,70
30-39,white,91,female,95,95,"[43, 16, 30, 30]",3874,70
20-29,white,51,female,95,88,"[44, 25, 7, 5]",10209,106
20-29,hispanic or latino,42,female,99,92,"[16, 16, 21, 38]",13354,13
13-19,south asian,53,female,94,90,"[76, 35, 15, 26]",13354,13
30-39,white,67,female,99,99,"[28, 18, 44, 44]",6308,40
20-29,white,73,female,98,99,"[69, 42, 7, 7]",10222,40
20-29,white,72,female,99,99,"[46, 26, 6, 8]",6994,24
30-39,white,95,female,99,98,"[34, 24, 7, 10]",6994,24
30-39,white,91,female,99,98,"[58, 32, 6, 8]",6994,24
20-29,white,86,female,99,97,"[67, 23, 7, 10]",6994,24
30-39,white,98,male,99,60,"[48, 31, 6, 4]",4110,92
30-39,asian,63,female,95,99,"[55, 25, 6, 6]",13408,24
20-29,white,74,female,99,99,"[65, 22, 6, 6]",13408,24
20-29,white,66,male,99,99,"[46, 29, 7, 7]",13408,24
20-29,black or african american,90,female,99,99,"[47, 19, 6, 6]",13408,24
30-39,white,90,female,99,94,"[30, 31, 6, 6]",13408,24
13-19,asian,61,female,98,83,"[24, 15, 6, 6]",13408,24
30-39,white,83,male,99,77,"[13, 12, 6, 6]",13408,24
30-39,white,77,male,99,71,"[38, 30, 6, 6]",13408,24
30-39,white,55,female,99,99,"[17, 9, 14, 15]",4388,40
20-29,white,96,female,98,99,"[40, 24, 15, 15]",5722,62
30-39,white,60,female,99,99,"[64, 21, 7, 7]",10492,2
20-29,white,62,female,99,99,"[56, 20, 5, 5]",10492,2
20-29,white,67,female,99,99,"[41, 21, 7, 7]",10492,2
20-29,white,48,female,99,99,"[30, 25, 7, 7]",10492,2
20-29,white,99,female,93,93,"[2, 2, 30, 30]",13735,2
30-39,white,95,male,99,63,"[53, 29, 12, 12]",3558,3
20-29,white,73,female,90,99,"[57, 15, 17, 14]",3692,27
30-39,white,99,female,84,99,"[18, 26, 44, 35]",3289,70
20-29,white,84,female,87,92,"[57, 13, 53, 42]",3289,70
30-39,white,82,female,64,93,"[44, 39, 6, 4]",3731,27
20-29,white,63,male,71,92,"[50, 38, 6, 4]",3731,27
30-39,white,97,female,99,99,"[53, 19, 10, 10]",8301,70
40-49,white,58,female,99,95,"[40, 21, 10, 10]",8301,70
20-29,white,75,female,99,99,"[43, 37, 10, 10]",4650,70
20-29,white,91,female,99,99,"[60, 34, 12, 12]",4650,70
20-29,white,80,female,99,98,"[27, 36, 10, 10]",4650,70
30-39,asian,93,female,99,99,"[40, 37, 15, 14]",7214,81
13-19,asian,85,female,99,99,"[7, 45, 17, 17]",7214,81
30-39,white,85,female,99,99,"[85, 42, 12, 12]",7214,81
20-29,white,72,male,92,99,"[60, 24, 15, 15]",7214,81
30-39,white,53,female,99,99,"[63, 34, 7, 7]",3531,81
20-29,white,94,female,98,90,"[80, 32, 8, 8]",3531,81
20-29,white,98,female,67,70,"[30, 30, 8, 8]",3531,81
40-49,white,98,female,99,69,"[45, 34, 8, 8]",3531,81
30-39,white,97,male,99,99,"[50, 37, 30, 30]",9177,17
20-29,white,93,female,99,99,"[33, 65, 25, 25]",9177,17
20-29,white,93,male,98,76,"[18, 37, 6, 6]",12148,17
20-29,white,97,female,98,99,"[43, 18, 44, 35]",13096,1
20-29,white,96,female,99,99,"[23, 30, 21, 21]",6083,1
40-49,white,92,male,88,80,"[51, 15, 21, 21]",6083,1
20-29,hispanic or latino,45,female,99,99,"[18, 26, 44, 35]",12682,27
30-39,white,60,female,99,99,"[28, 24, 12, 12]",9629,70
20-29,white,68,female,99,87,"[58, 25, 12, 12]",9629,70
40-49,white,53,female,99,99,"[78, 21, 8, 10]",9054,70
30-39,white,88,female,97,98,"[56, 17, 8, 10]",9054,70
13-19,white,93,female,99,99,"[49, 22, 41, 53]",5728,3
20-29,white,96,female,78,98,"[2, 3, 34, 44]",5728,3
40-49,white,97,female,76,63,"[39, 31, 3, 5]",12097,27
13-19,white,96,female,98,99,"[16, 50, 25, 25]",7171,3
13-19,white,88,female,98,99,"[62, 25, 15, 14]",7171,3
20-29,white,68,female,99,99,"[2, 14, 12, 12]",7171,3
30-39,white,99,female,99,99,"[47, 54, 30, 30]",7171,3
20-29,white,99,female,99,99,"[27, 20, 10, 10]",7171,3
30-39,white,94,female,99,99,"[43, 23, 8, 8]",7171,3
13-19,black or african american,57,female,98,97,"[73, 47, 25, 25]",7171,3
30-39,white,90,female,99,95,"[51, 22, 8, 8]",7171,3
13-19,white,70,female,99,67,"[3, 37, 17, 17]",7171,3
40-49,white,94,male,99,99,"[46, 18, 12, 9]",13368,110
30-39,white,71,female,99,99,"[32, 31, 12, 9]",13368,110
40-49,white,83,female,99,99,"[33, 33, 12, 18]",7991,110
20-29,white,83,male,99,99,"[46, 21, 11, 17]",7991,110
30-39,white,96,female,99,99,"[35, 12, 10, 10]",15015,81
30-39,white,96,female,99,99,"[58, 14, 10, 10]",15015,81
30-39,white,70,female,99,99,"[29, 36, 17, 15]",3719,81
20-29,hispanic or latino,73,female,99,99,"[55, 36, 14, 12]",3719,81
13-19,white,45,female,99,99,"[55, 64, 10, 10]",6621,20
13-19,white,81,female,98,99,"[20, 11, 8, 8]",6621,20
20-29,white,53,female,99,99,"[20, 74, 10, 10]",6621,20
13-19,white,90,female,97,98,"[47, 30, 10, 10]",6621,20
20-29,white,72,female,99,96,"[73, 5, 10, 10]",6621,20
40-49,white,98,male,99,95,"[69, 31, 10, 10]",6621,20
20-29,white,92,female,62,94,"[45, 13, 10, 10]",6621,20
30-39,white,94,male,97,93,"[90, 14, 10, 10]",6621,20
13-19,white,96,male,96,85,"[13, 25, 8, 8]",6621,20
30-39,white,95,female,99,87,"[48, 14, 10, 10]",10715,32
30-39,white,99,female,98,94,"[36, 15, 37, 37]",5418,10
13-19,white,90,female,99,99,"[49, 59, 17, 17]",10972,20
30-39,white,93,male,96,99,"[18, 35, 21, 21]",10972,20
20-29,white,81,female,98,99,"[58, 22, 10, 10]",10972,20
20-29,white,96,female,51,98,"[34, 50, 15, 15]",10972,20
20-29,hispanic or latino,35,female,99,97,"[14, 9, 12, 9]",6697,106
30-39,white,82,female,99,96,"[40, 6, 15, 12]",6697,106
20-29,white,93,female,99,99,"[9, 38, 7, 7]",1585,106
30-39,white,98,male,99,99,"[45, 7, 14, 15]",662,20
20-29,white,99,female,99,99,"[41, 55, 17, 14]",878,106
20-29,white,66,female,98,99,"[62, 16, 15, 12]",878,106
13-19,black or african american,98,female,99,99,"[62, 14, 12, 9]",8478,13
30-39,black or african american,91,female,99,95,"[42, 17, 10, 8]",8478,13
20-29,black or african american,66,female,98,84,"[27, 19, 10, 8]",8478,13
30-39,white,97,male,84,65,"[54, 18, 33, 44]",11619,60
40-49,white,75,male,80,61,"[62, 15, 5, 5]",9206,17
20-29,white,76,female,96,99,"[18, 15, 21, 21]",6254,81
30-39,white,82,female,99,99,"[61, 23, 21, 21]",6254,81
30-39,white,81,female,50,99,"[42, 20, 21, 21]",6254,81
20-29,white,88,female,99,99,"[33, 62, 25, 25]",9186,4
30-39,white,79,male,99,83,"[16, 42, 25, 25]",9186,4
0-12,white,98,female,88,97,"[42, 42, 25, 25]",6558,20
0-12,white,99,female,76,94,"[63, 32, 21, 21]",6558,20
20-29,white,92,male,95,92,"[62, 9, 17, 17]",10338,70
20-29,white,55,female,98,99,"[60, 22, 17, 25]",11767,106
30-39,black or african american,55,female,99,99,"[68, 22, 12, 12]",7730,13
20-29,black or african american,62,female,93,99,"[44, 16, 14, 15]",7730,13
20-29,white,94,male,99,99,"[42, 20, 21, 17]",11303,75
20-29,white,99,female,99,96,"[29, 32, 17, 14]",11303,75
30-39,white,76,female,88,68,"[68, 3, 10, 8]",11303,75
40-49,white,95,male,99,54,"[10, 32, 12, 9]",11303,75
20-29,white,92,female,99,99,"[58, 29, 10, 8]",10511,103
20-29,white,92,female,98,99,"[56, 9, 12, 9]",13145,103
13-19,white,98,female,99,99,"[38, 11, 6, 8]",6803,27
13-19,white,96,female,99,99,"[8, 13, 7, 10]",6803,27
30-39,white,51,female,99,99,"[52, 10, 6, 8]",6803,27
20-29,white,93,female,99,99,"[68, 11, 6, 8]",6803,27
13-19,white,97,female,99,97,"[22, 12, 6, 8]",6803,27
20-29,white,66,female,99,85,"[84, 9, 6, 8]",6803,27
20-29,white,98,female,67,99,"[53, 37, 12, 18]",6449,52
30-39,white,99,female,85,99,"[18, 25, 15, 21]",6449,52
20-29,white,99,female,99,85,"[38, 39, 13, 18]",6449,52
40-49,white,96,male,98,99,"[68, 26, 6, 4]",3621,52
30-39,white,99,female,99,99,"[40, 34, 6, 4]",3621,52
40-49,white,83,female,99,97,"[20, 30, 6, 4]",3621,52
13-19,white,75,female,98,74,"[47, 25, 10, 10]",6880,32
20-29,white,86,female,99,99,"[27, 22, 12, 12]",5652,10
13-19,white,98,male,99,99,"[42, 30, 21, 17]",14466,45
13-19,white,86,male,99,99,"[36, 19, 31, 31]",12422,40
20-29,white,94,female,99,99,"[58, 21, 8, 6]",2447,32
30-39,white,91,female,99,98,"[31, 18, 8, 6]",2447,32
30-39,white,97,female,99,99,"[21, 20, 13, 21]",6628,52
30-39,white,99,female,99,99,"[47, 9, 14, 12]",10444,52
30-39,white,94,female,99,99,"[65, 21, 7, 10]",12272,52
30-39,white,99,female,99,99,"[50, 29, 6, 8]",12272,52
20-29,white,80,female,97,99,"[26, 28, 6, 6]",775,111
20-29,white,65,female,99,99,"[65, 26, 7, 7]",775,111
30-39,white,97,female,97,95,"[40, 28, 7, 7]",775,111
20-29,white,97,female,89,84,"[55, 26, 7, 7]",775,111
20-29,white,87,female,99,99,"[27, 37, 17, 14]",13970,2
13-19,white,97,female,99,98,"[28, -5, 38, 42]",4296,111
13-19,white,86,female,97,96,"[44, 55, 11, 17]",2240,106
20-29,white,99,female,94,80,"[19, 61, 13, 21]",2240,106
40-49,white,98,female,98,95,"[41, 39, 17, 17]",5648,70
30-39,white,80,female,77,95,"[27, 12, 15, 15]",5648,70
40-49,white,49,female,85,51,"[59, 12, 15, 15]",5648,70
13-19,white,49,female,99,99,"[32, 35, 8, 8]",4213,106
20-29,white,97,female,99,99,"[46, 5, 10, 10]",4213,106
30-39,white,91,female,98,98,"[27, 7, 12, 12]",13969,70
40-49,white,96,female,97,53,"[46, 5, 12, 12]",13969,70
30-39,white,73,female,99,95,"[25, 8, 12, 10]",8122,27
20-29,white,88,female,93,99,"[31, 25, 10, 8]",8447,106
20-29,white,97,female,99,69,"[42, 20, 14, 15]",8791,32
30-39,white,94,male,99,99,"[55, 15, 17, 17]",10048,20
20-29,white,81,male,98,99,"[36, 56, 37, 30]",5524,26
20-29,white,97,male,99,99,"[54, 15, 14, 12]",5524,26
30-39,white,70,female,97,99,"[21, 59, 12, 10]",5524,26
20-29,white,94,female,99,99,"[73, 50, 21, 17]",5524,26
20-29,white,94,female,99,99,"[26, 25, 7, 5]",5524,26
20-29,white,97,female,98,98,"[-5, 75, 23, 17]",5524,26
13-19,white,92,male,99,84,"[79, 15, 12, 10]",5524,26
20-29,white,93,female,99,99,"[41, 27, 17, 17]",7834,101
13-19,white,82,female,99,99,"[67, 31, 17, 17]",7834,101
20-29,white,86,female,98,99,"[12, 32, 14, 14]",7834,101
20-29,white,87,female,98,95,"[-9, 40, 41, 37]",4699,101
13-19,white,98,male,91,82,"[40, -7, 53, 59]",4699,101
20-29,white,82,female,98,90,"[27, 27, 25, 25]",2503,101
20-29,white,89,male,69,77,"[53, 25, 25, 25]",2503,101
20-29,white,92,female,99,77,"[26, 19, 64, 64]",11416,7
20-29,white,93,female,97,99,"[63, 15, 11, 15]",1242,7
20-29,white,88,female,99,99,"[84, 17, 9, 12]",1242,7
20-29,hispanic or latino,30,male,99,97,"[19, 30, 11, 14]",1242,7
30-39,white,91,female,92,95,"[34, 27, 11, 14]",1242,7
30-39,white,88,female,99,99,"[53, 14, 12, 12]",8010,110
30-39,white,93,female,99,96,"[39, 9, 12, 12]",8010,110
30-39,white,72,female,99,98,"[23, 1, 10, 10]",9452,2
40-49,white,86,female,89,91,"[43, 4, 10, 10]",9452,2
30-39,white,96,female,99,88,"[43, 58, 10, 10]",9452,2
20-29,white,56,female,99,99,"[57, 40, 7, 7]",14792,2
20-29,white,98,female,99,98,"[43, 35, 5, 5]",14792,2
30-39,white,92,female,94,99,"[13, 37, 10, 10]",5737,40
